Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Unreserved_Fund_Bal,Fund_Equity_Enterprise,Fund_Equity_Internal_Service,Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2005 Population,Moody's_Bond_Ratings_July_2005,area lmt,ACGLFY05,EGL,TANF05 Recipients,empl,ACMR,enrollmt,RPA Identifier
"OLD LYME","BP",2.0050000000000000e+03,1.0600000000000000e+02,1.0500000000000000e+02,"NL",7111863.0000,3281940.0000,10752403.0000,348274.0000,659865.0000,23432037.0000,25579283.0000,19154498.0000,127450.0000,24875045.0000,73614.0000,73614.0000,640796.0000,640796.0000,137056.0000,-950415.0000,137056.0000,0.0000,17022694.9014,400000.0000,17422694.9014,358600.0000,400000.0000,2615426.0000,2256826.0000,,,23262613.0000,23021745.0000,9.8964570317186640e-01,23600564.0000,23236113.0000,9.8455753006580693e-01,7.4880000000000000e+03,"Aa2",2.3100000000000001e+01,908292725.0000,2096600541.3941,8.0000000000000000e+00,3.4210526315789476e-02,2.5500000000000000e+01,1.2944300000000001e+03,"CT River Estuary RPA"
"OLD SAYBROOK","JG",2.0050000000000000e+03,1.0700000000000000e+02,1.0600000000000000e+02,"M",60085574.0000,7665776.0000,67751350.0000,1447637.0000,1864954.0000,25659490.0000,29114444.0000,16480591.0000,2476806.0000,28987620.0000,0.0000,0.0000,659250.0000,659250.0000,-532426.0000,-528885.0000,-532426.0000,0.0000,,17345000.0000,17345000.0000,503353.0000,127527.0000,2282774.0000,1779421.0000,,,25472472.0000,25299090.0000,9.9319335791202357e-01,25948464.0000,25499656.0000,9.8270387025605832e-01,1.0512000000000000e+04,"Aa3",1.5040000000000001e+01,1846650858.0000,2642204518.5714,3.0000000000000000e+01,3.8678182500938789e-02,1.3800000000000001e+01,1.5696300000000001e+03,"CT River Estuary RPA"
"ORANGE","JG",2.0050000000000000e+03,1.0800000000000000e+02,1.0700000000000000e+02,"NH",18092919.0000,2855107.0000,26249938.0000,1544408.0000,2180485.0000,42873187.0000,46770073.0000,28309390.0000,1510853.0000,45201051.0000,466110.0000,533130.0000,0.0000,0.0000,2035132.0000,1296182.0000,2102152.0000,0.0000,20145142.1706,11099097.0000,31244239.1706,1148342.0000,400000.0000,7778683.0000,6630341.0000,8831215.0000,374224.0000,43019005.0000,42794714.0000,9.9478623459561655e-01,43123604.0000,42802103.0000,9.9254466301100441e-01,1.3970000000000000e+04,"Aa2",1.7190000000000001e+01,1376777466.0000,2913358759.0000,1.2000000000000000e+01,3.6969612099145781e-02,3.1199999999999999e+01,2.5229600000000000e+03,"South Central Regional COG"
"OXFORD","JG",2.0050000000000000e+03,1.0900000000000000e+02,1.0800000000000000e+02,"NH",15056170.0000,13960013.0000,29016183.0000,2077762.0000,5465304.0000,21487442.0000,29056989.0000,18747173.0000,1723424.0000,27217986.0000,25000.0000,25000.0000,681709.0000,681709.0000,1182294.0000,583077.0000,1182294.0000,0.0000,,7686000.0000,7686000.0000,0.0000,0.0000,4826263.0000,4826263.0000,,,21367241.0000,20713750.0000,9.6941621990410465e-01,27507965.0000,21297310.0000,7.7422339311541222e-01,1.1709000000000000e+04,"A1",3.2890000000000001e+01,758882719.0000,1573618147.0000,2.1000000000000000e+01,3.8008645103592191e-02,2.7690000000000001e+01,1.9910699999999999e+03,"COG of Central Naugatuck Valley"
"PLAINFIELD","BP",2.0050000000000000e+03,1.1000000000000000e+02,1.0900000000000000e+02,"W",49980437.0000,11997999.0000,61978436.0000,20675881.0000,17426173.0000,16074530.0000,35757771.0000,27712868.0000,2449613.0000,36116864.0000,24197.0000,24197.0000,0.0000,0.0000,-334896.0000,-500419.0000,-334896.0000,0.0000,,10016284.0000,10016284.0000,0.0000,200000.0000,3289083.0000,3289083.0000,9833190.0000,749164.0000,15798545.0000,15384255.0000,9.7377669905678022e-01,16860587.0000,15838553.0000,9.3938324923088379e-01,1.5443000000000000e+04,"A3",4.2259999999999998e+01,634620175.0000,1150451351.0000,1.6400000000000000e+02,6.2530532486565704e-02,2.4680000000000000e+01,2.5062800000000002e+03,"Northeastern CT COG"
"PLAINVILLE","JG",2.0050000000000000e+03,1.1100000000000000e+02,1.1000000000000000e+02,"H",17773568.0000,19198745.0000,38054712.0000,4381872.0000,12751862.0000,31311658.0000,45401097.0000,28689440.0000,3441915.0000,44630571.0000,563752.0000,563752.0000,1420509.0000,1420509.0000,-86231.0000,457141.0000,-86231.0000,0.0000,,23477542.0000,23477542.0000,983577.0000,1550000.0000,7049793.0000,6066216.0000,,3161852.0000,31105404.0000,30336937.0000,9.7529474299706898e-01,32511189.0000,30928448.0000,9.5131703734366646e-01,1.7382000000000000e+04,"A1",9.7599999999999998e+00,928362123.0000,1884378411.2332,1.0800000000000000e+02,5.1652262328418914e-02,3.3329999999999998e+01,2.6278099999999999e+03,"Central CT RPA"
"PLYMOUTH","BP",2.0050000000000000e+03,1.1200000000000000e+02,1.1100000000000000e+02,"L",33727248.0000,13889405.0000,52500396.0000,4974903.0000,10508850.0000,21281202.0000,33546791.0000,19149157.0000,2992945.0000,31972553.0000,150850.0000,150850.0000,1446013.0000,1446013.0000,279075.0000,3238.0000,279075.0000,0.0000,,19393055.0000,19393055.0000,134136.0000,200000.0000,1812355.0000,1678219.0000,,477322.0000,20720072.0000,20031303.0000,9.6675836840721407e-01,22104841.0000,20649350.0000,9.3415510204303209e-01,1.2183000000000000e+04,"A2",2.1719999999999999e+01,528139624.0000,1002187894.0000,7.6000000000000000e+01,5.6230319388214128e-02,3.9200000000000003e+01,2.0643400000000001e+03,"Central CT RPA"
"POMFRET","BP",2.0050000000000000e+03,1.1300000000000000e+02,1.1200000000000000e+02,"W",7454410.0000,2529203.0000,10201648.0000,507163.0000,3848248.0000,5854336.0000,10058834.0000,7481147.0000,664801.0000,9460601.0000,20200.0000,20200.0000,552600.0000,552600.0000,65833.0000,85551.0000,65833.0000,0.0000,,1292292.0000,1292292.0000,304551.0000,380865.0000,1529172.0000,1224621.0000,,,5762968.0000,5708975.0000,9.9063104289317583e-01,5797726.0000,5723615.0000,9.8721722965176351e-01,4.1420000000000000e+03,"A3",4.0289999999999999e+01,215995072.0000,470889152.1376,9.0000000000000000e+00,4.1761234679981843e-02,2.6240000000000002e+01,7.5488000000000000e+02,"Northeastern CT COG"
"PORTLAND","BP",2.0050000000000000e+03,1.1400000000000000e+02,1.1300000000000000e+02,"M",45899768.0000,7711949.0000,55756658.0000,1975580.0000,4548577.0000,19748545.0000,25045943.0000,15237942.0000,2556147.0000,23383007.0000,149937.0000,149937.0000,1637465.0000,1637465.0000,175408.0000,597362.0000,175408.0000,0.0000,,30652451.0000,30652451.0000,0.0000,1480223.0000,2452011.0000,2452011.0000,,24674.0000,19209574.0000,18939514.0000,9.8594138526965769e-01,20035651.0000,19400397.0000,9.6829381785498259e-01,9.5430000000000000e+03,"A2",2.3400000000000002e+01,527237206.0000,1028445647.0000,6.4000000000000000e+01,4.2196531791907514e-02,3.6020000000000003e+01,1.4450699999999999e+03,"Midstate RPA"
"PRESTON","BP",2.0050000000000000e+03,1.1500000000000000e+02,1.1400000000000000e+02,"NL",10448762.0000,4374477.0000,14895724.0000,224265.0000,4273850.0000,6724333.0000,12065675.0000,8562333.0000,2164913.0000,11189544.0000,380.0000,19880.0000,676945.0000,676945.0000,199566.0000,-163898.0000,219066.0000,0.0000,,6806068.0000,6806068.0000,307600.0000,0.0000,1442235.0000,1134635.0000,,,6657608.0000,6529508.0000,9.8075885513235384e-01,6844390.0000,6645315.0000,9.7091413551828576e-01,4.8670000000000000e+03,"A3",3.0890000000000001e+01,265468300.0000,518633247.8735,2.5000000000000000e+01,3.9657020364415860e-02,2.4699999999999999e+01,7.7013999999999999e+02,"Southeastern CT COG"
"PROSPECT","BP",2.0050000000000000e+03,1.1600000000000000e+02,1.1500000000000000e+02,"NH",14321561.0000,727918.0000,15049479.0000,1579108.0000,4691465.0000,16348241.0000,21601221.0000,15783761.0000,722703.0000,21820753.0000,36356.0000,36356.0000,31162.0000,31162.0000,-214338.0000,22187.0000,-214338.0000,0.0000,22033931.6935,4414979.0000,26448910.6935,13248.0000,0.0000,314937.0000,301689.0000,,,16263896.0000,16045258.0000,9.8655684960110424e-01,16763126.0000,16210254.0000,9.6701856205101600e-01,9.2340000000000000e+03,"A3",1.4320000000000000e+01,504622529.0000,1083971517.0000,1.5000000000000000e+01,4.1932367149758454e-02,3.2000000000000000e+01,1.6456900000000001e+03,"COG of Central Naugatuck Valley"
"PUTNAM","BP",2.0050000000000000e+03,1.1700000000000000e+02,1.1600000000000000e+02,"W",25495304.0000,3966682.0000,31338102.0000,1842576.0000,8389293.0000,7039860.0000,20060993.0000,13701841.0000,226260.0000,17786250.0000,100000.0000,100000.0000,1622393.0000,1622393.0000,752350.0000,-219889.0000,752350.0000,0.0000,,900000.0000,900000.0000,443198.0000,1042702.0000,3618228.0000,3175030.0000,10917248.0000,,6706740.0000,6611235.0000,9.8575984755633883e-01,7021766.0000,6835315.0000,9.7344670842064518e-01,9.2880000000000000e+03,"A3",2.0289999999999999e+01,463349330.0000,677162885.7143,1.4600000000000000e+02,5.2945859872611467e-02,1.4350000000000000e+01,1.3199800000000000e+03,"Northeastern CT COG"
"REDDING","JG",2.0050000000000000e+03,1.1800000000000000e+02,1.1700000000000000e+02,"F",21835452.0000,5934728.0000,27825359.0000,1041772.0000,1236262.0000,31265875.0000,34372716.0000,25028719.0000,1599914.0000,34369430.0000,0.0000,0.0000,160000.0000,160000.0000,-156714.0000,392610.0000,-156714.0000,0.0000,16329965.1050,13253596.0000,29583561.1050,51896.0000,1300000.0000,4585686.0000,4533790.0000,2828999.0000,415876.0000,30969973.0000,30658397.0000,9.8993941647931050e-01,31519795.0000,30943222.0000,9.8170759042055955e-01,8.6460000000000000e+03,"Aa1",3.1500000000000000e+01,1432660690.0000,2516728187.4441,5.0000000000000000e+00,3.0925507900677201e-02,2.2050000000000001e+01,1.8255400000000000e+03,"Housatonic Council of Elected Ofcls"
"RIDGEFIELD","JG",2.0050000000000000e+03,1.1900000000000000e+02,1.1800000000000000e+02,"F",47573213.0000,8736127.0000,59682028.0000,-282535.0000,3944658.0000,88583323.0000,100793122.0000,60694959.0000,18923784.0000,102023235.0000,14400.0000,34627028.0000,1025255.0000,35637883.0000,-2240968.0000,-469917.0000,-2240968.0000,0.0000,,140893346.0000,140893346.0000,593872.0000,0.0000,5980111.0000,5386239.0000,,272074.0000,88483571.0000,87517161.0000,9.8907808546741405e-01,89956680.0000,87994928.0000,9.7819225876277338e-01,2.4210000000000000e+04,"Aaa",3.4430000000000000e+01,4052374637.0000,7234094500.8907,4.0000000000000000e+00,3.1883298392732358e-02,2.2020000000000000e+01,5.5394000000000005e+03,"Housatonic Council of Elected Ofcls"
"ROCKY HILL","BP",2.0050000000000000e+03,1.2000000000000000e+02,1.1900000000000000e+02,"H",27998405.0000,5834115.0000,33959086.0000,5699840.0000,5206471.0000,40491341.0000,47738678.0000,22615897.0000,2210822.0000,46402952.0000,44000.0000,44000.0000,175438.0000,175438.0000,1204288.0000,-430904.0000,1204288.0000,0.0000,,27755454.0000,27755454.0000,135512.0000,1546302.0000,4314653.0000,4179141.0000,,,39864975.0000,39640323.0000,9.9436467726368827e-01,41772491.0000,40267306.0000,9.6396707584424401e-01,1.8760000000000000e+04,"Aa3",1.3450000000000001e+01,1533366840.0000,2203211200.0000,2.8000000000000000e+01,4.0535336029270175e-02,2.5800000000000001e+01,2.4880500000000002e+03,"Capital Region COG"
"ROXBURY","BP",2.0050000000000000e+03,1.2100000000000000e+02,1.2000000000000000e+02,"L",10334037.0000,2474908.0000,14728700.0000,135035.0000,255771.0000,7361470.0000,8197795.0000,5277961.0000,127105.0000,7510763.0000,0.0000,0.0000,611374.0000,611374.0000,75658.0000,509272.0000,75658.0000,0.0000,1049452.0235,220000.0000,1269452.0235,0.0000,376685.0000,2227709.0000,2227709.0000,,,7344687.0000,7316312.0000,9.9613666314166960e-01,7379754.0000,7335372.0000,9.9398597839440173e-01,2.3270000000000000e+03,"Aa3",2.6219999999999999e+01,475599743.0000,868997578.0000,1.0000000000000000e+00,2.9850746268656716e-02,1.5400000000000000e+01,3.5591000000000003e+02,"Northwestern CT COG"
"SALEM","BP",2.0050000000000000e+03,1.2200000000000000e+02,1.2100000000000000e+02,"NL",11719429.0000,1603067.0000,13570219.0000,1501809.0000,3345957.0000,8083078.0000,11796500.0000,8151085.0000,510340.0000,11294635.0000,62391.0000,62391.0000,245000.0000,245000.0000,319256.0000,131426.0000,319256.0000,0.0000,,1185000.0000,1185000.0000,84358.0000,11288.0000,1641356.0000,1556998.0000,,,8009163.0000,7921838.0000,9.8909686318033485e-01,8127087.0000,7999153.0000,9.8425832035512850e-01,4.0940000000000000e+03,"A3",2.8949999999999999e+01,257266668.0000,508719759.0000,8.0000000000000000e+00,3.7354085603112840e-02,3.1000000000000000e+01,8.3778999999999996e+02,"Southeastern CT COG"
"SALISBURY","JG",2.0050000000000000e+03,1.2300000000000000e+02,1.2200000000000000e+02,"L",8064577.0000,3931340.0000,13764896.0000,315503.0000,556808.0000,9604628.0000,11032225.0000,6699279.0000,388213.0000,10166450.0000,0.0000,0.0000,614250.0000,614250.0000,251525.0000,-123857.0000,251525.0000,0.0000,1355059.5807,1771631.0000,3126690.5807,139297.0000,21019.0000,1480466.0000,1341169.0000,436133.0000,,9607024.0000,9466832.0000,9.8540734362691296e-01,9919631.0000,9595613.0000,9.6733568012761761e-01,4.0830000000000000e+03,"A1",5.7320000000000000e+01,622250540.0000,1261254846.8092,1.3000000000000000e+01,3.9145907473309607e-02,1.5300000000000001e+01,4.5371000000000004e+02,"Northwestern CT COG"
"SCOTLAND","BP",2.0050000000000000e+03,1.2400000000000000e+02,1.2300000000000000e+02,"W",3510265.0000,1666153.0000,5240376.0000,1490203.0000,1544408.0000,2842335.0000,4566609.0000,3685772.0000,278198.0000,4740193.0000,1847.0000,49438.0000,28166.0000,28166.0000,-199903.0000,75343.0000,-152312.0000,0.0000,,1293232.0000,1293232.0000,281000.0000,0.0000,821704.0000,540704.0000,,,2860586.0000,2753657.0000,9.6261989676241166e-01,3096566.0000,2820737.0000,9.1092423026023017e-01,1.6990000000000000e+03,"A3",1.8609999999999999e+01,89308157.0000,128268134.2857,6.0000000000000000e+00,3.3057851239669422e-02,3.1470000000000002e+01,2.8669999999999999e+02,"Windham Region COG"
"SEYMOUR","JG",2.0050000000000000e+03,1.2500000000000000e+02,1.2400000000000000e+02,"NH",25163227.0000,8672143.0000,34387674.0000,8983654.0000,12273593.0000,28876283.0000,42599743.0000,26192997.0000,3878471.0000,41815590.0000,0.0000,10348970.0000,1175014.0000,10713014.0000,-390861.0000,-1288279.0000,420109.0000,0.0000,,33628508.0000,33628508.0000,232827.0000,0.0000,3202160.0000,2969333.0000,7252132.0000,,26761581.0000,26344382.0000,9.8441052492377035e-01,27510509.0000,26782810.0000,9.7354832656858514e-01,1.6144000000000000e+04,"A3",1.4570000000000000e+01,921631612.0000,1754319513.8050,9.6000000000000000e+01,4.6843405976185123e-02,3.0490000000000002e+01,2.5377800000000002e+03,"Valley COG"
"SHARON","JG",2.0050000000000000e+03,1.2600000000000000e+02,1.2500000000000000e+02,"L",3806579.0000,2524201.0000,6330780.0000,106887.0000,338448.0000,7021971.0000,7804722.0000,5185644.0000,301038.0000,7897725.0000,10000.0000,10000.0000,111696.0000,111696.0000,-194699.0000,205374.0000,-194699.0000,0.0000,1064690.1797,1515000.0000,2579690.1797,549932.0000,50000.0000,1161055.0000,611123.0000,3149858.0000,,6972352.0000,6844155.0000,9.8161352152042813e-01,7181239.0000,6903703.0000,9.6135263009628280e-01,3.0520000000000000e+03,"A1",5.8700000000000003e+01,516956038.0000,738961825.7143,3.0000000000000000e+00,3.1250000000000000e-02,1.3750000000000000e+01,3.5940000000000003e+02,"Northwestern CT COG"
"SHELTON","JG",2.0050000000000000e+03,1.2700000000000000e+02,1.2600000000000000e+02,"F",47582780.0000,11888543.0000,59519414.0000,-156906.0000,8553422.0000,74946887.0000,87984457.0000,55744231.0000,6057367.0000,87289659.0000,0.0000,0.0000,773072.0000,773072.0000,-78274.0000,-1670950.0000,-78274.0000,0.0000,,45165000.0000,45165000.0000,1100959.0000,2138082.0000,4936987.0000,3836028.0000,,-2110850.0000,74193556.0000,73599020.0000,9.9198668951788749e-01,75266611.0000,74194863.0000,9.8576064491597737e-01,3.9477000000000000e+04,"Aa3",3.0570000000000000e+01,3247016500.0000,6773869930.0000,1.3700000000000000e+02,4.2795356248577283e-02,2.2730000000000000e+01,5.8289200000000001e+03,"Valley COG"
"SHERMAN","JG",2.0050000000000000e+03,1.2800000000000000e+02,1.2700000000000000e+02,"F",9537001.0000,1613224.0000,11150225.0000,-79129.0000,710909.0000,8837317.0000,10039224.0000,6974510.0000,918695.0000,10283440.0000,176955.0000,176955.0000,355874.0000,355874.0000,-423135.0000,38296.0000,-423135.0000,0.0000,,7155000.0000,7155000.0000,0.0000,533320.0000,859025.0000,859025.0000,,,8774750.0000,8756063.0000,9.9787036667711326e-01,8836578.0000,8802774.0000,9.9617453724733718e-01,4.1290000000000000e+03,"A1",2.1800000000000001e+01,632290926.0000,903492082.8571,7.0000000000000000e+00,3.3175355450236969e-02,1.4000000000000000e+01,6.7168000000000006e+02,"Housatonic Council of Elected Ofcls"
"SIMSBURY","JG",2.0050000000000000e+03,1.2900000000000000e+02,1.2800000000000000e+02,"H",48885116.0000,19559268.0000,68444384.0000,8417702.0000,4658404.0000,66306205.0000,72902251.0000,51756275.0000,5166732.0000,71273381.0000,385443.0000,385443.0000,556056.0000,556056.0000,1458257.0000,664790.0000,1458257.0000,0.0000,,36900645.0000,36900645.0000,82574.0000,0.0000,8090326.0000,8007752.0000,,6464.0000,65823977.0000,65439232.0000,9.9415494144329808e-01,66659086.0000,65995899.0000,9.9005106370645402e-01,2.3656000000000000e+04,"Aa1",3.3880000000000003e+01,1924007529.0000,3346109612.4782,2.3000000000000000e+01,3.4620960177368466e-02,3.4000000000000000e+01,5.0533100000000004e+03,"Capital Region COG"
"SOMERS","JG",2.0050000000000000e+03,1.3000000000000000e+02,1.2900000000000000e+02,"T",27600663.0000,8748455.0000,36602854.0000,2274477.0000,9267535.0000,13923620.0000,24307520.0000,16329717.0000,2623409.0000,24070588.0000,192531.0000,192531.0000,358195.0000,358195.0000,71268.0000,-110196.0000,71268.0000,0.0000,,19731210.0000,19731210.0000,329886.0000,83135.0000,3612076.0000,3282190.0000,,,14043753.0000,13839346.0000,9.8544498753289100e-01,14524648.0000,13934682.0000,9.5938173510297808e-01,1.0877000000000000e+04,"A1",2.8340000000000000e+01,485409543.0000,1058500807.3145,2.5000000000000000e+01,4.7184170471841702e-02,2.8560000000000002e+01,1.7221300000000001e+03,"Capital Region COG"
"SOUTH WINDSOR","BP",2.0050000000000000e+03,1.3100000000000000e+02,1.3200000000000000e+02,"H",66378696.0000,12153743.0000,81377252.0000,1237651.0000,13423560.0000,61419824.0000,76922700.0000,49919405.0000,3903703.0000,72847201.0000,83686.0000,86686.0000,2746895.0000,2746895.0000,1412290.0000,27870.0000,1415290.0000,0.0000,,30151293.0000,30151293.0000,1142605.0000,1175000.0000,6689310.0000,5546705.0000,,,61262523.0000,60400193.0000,9.8592402079163477e-01,63492866.0000,60936067.0000,9.5973092473097688e-01,2.5985000000000000e+04,"Aa3",2.7960000000000001e+01,1948953885.0000,3274707719.0435,3.5000000000000000e+01,3.5906391896611947e-02,3.1230000000000000e+01,5.1612799999999997e+03,"Capital Region COG"
"SOUTHBURY","JG",2.0050000000000000e+03,1.3200000000000000e+02,1.3000000000000000e+02,"NH",20362985.0000,15738486.0000,36101471.0000,2300771.0000,1865058.0000,44621819.0000,49039593.0000,34902126.0000,1419175.0000,47954755.0000,15000.0000,15000.0000,833890.0000,833890.0000,265948.0000,-3402552.0000,265948.0000,0.0000,27939670.0392,14359359.0000,42299029.0392,443856.0000,1140000.0000,5269818.0000,4825962.0000,,,44062317.0000,43874715.0000,9.9574234827460395e-01,44604125.0000,44258980.0000,9.9226203854464134e-01,1.9677000000000000e+04,"Aa3",3.9060000000000002e+01,1963312103.0000,3302064453.0595,2.3000000000000000e+01,4.0453257790368270e-02,2.2500000000000000e+01,3.3111100000000001e+03,"COG of Central Naugatuck Valley"
"SOUTHINGTON","JG",2.0050000000000000e+03,1.3300000000000000e+02,1.3100000000000000e+02,"H",65692000.0000,-9534000.0000,57056000.0000,5589000.0000,22186000.0000,74746000.0000,101358000.0000,66365000.0000,4669000.0000,97047000.0000,0.0000,0.0000,2240000.0000,2240000.0000,2071000.0000,-1534000.0000,2071000.0000,0.0000,,42790000.0000,42790000.0000,560000.0000,795000.0000,8010000.0000,7450000.0000,32918000.0000,3000.0000,74195000.0000,72967000.0000,9.8344901947570595e-01,76139000.0000,73649000.0000,9.6729665480240090e-01,4.2077000000000000e+04,"A1",3.5990000000000002e+01,2596621211.0000,4994767172.2966,1.3600000000000000e+02,4.2578659370725032e-02,2.8430000000000000e+01,6.7710200000000004e+03,"Central CT RPA"
"SPRAGUE","BP",2.0050000000000000e+03,1.3400000000000000e+02,1.3300000000000000e+02,"NL",2149027.0000,3731631.0000,5881908.0000,38037.0000,3943589.0000,3645671.0000,7802810.0000,5611527.0000,1416645.0000,7697457.0000,31.0000,31.0000,373008.0000,373008.0000,-267624.0000,-160172.0000,-267624.0000,0.0000,,2900000.0000,2900000.0000,250580.0000,0.0000,2178171.0000,1927591.0000,1630606.0000,,3612312.0000,3516276.0000,9.7341425657584391e-01,3903477.0000,3599292.0000,9.2207332078554582e-01,2.9920000000000000e+03,"A3",1.3210000000000001e+01,117191205.0000,294158591.1100,3.1000000000000000e+01,5.7400112549240295e-02,3.0500000000000000e+01,4.6837000000000000e+02,"Southeastern CT COG"
"STAFFORD","BP",2.0050000000000000e+03,1.3500000000000000e+02,1.3400000000000000e+02,"T",29558262.0000,85340.0000,37740466.0000,421958.0000,11825691.0000,16969799.0000,29817809.0000,20285062.0000,2399491.0000,29645170.0000,213979.0000,9338979.0000,9316300.0000,9316300.0000,-8929682.0000,-258850.0000,195318.0000,0.0000,,21452237.0000,21452237.0000,283631.0000,0.0000,2628289.0000,2344658.0000,2527589.0000,,16616548.0000,16159172.0000,9.7247466802370741e-01,17613126.0000,16614301.0000,9.4329087295463621e-01,1.1857000000000000e+04,"A3",5.7950000000000003e+01,490724418.0000,1061266385.8209,9.2000000000000000e+01,5.2607913669064747e-02,3.3430000000000000e+01,2.0221800000000001e+03,
"STAMFORD","BP",2.0050000000000000e+03,1.3600000000000000e+02,1.3500000000000000e+02,"F",127878751.0000,55819667.0000,189412004.0000,29841945.0000,29025757.0000,316085976.0000,367435215.0000,189674272.0000,40655477.0000,333873029.0000,2587666.0000,2587666.0000,31868096.0000,31868096.0000,4281756.0000,10021698.0000,4281756.0000,0.0000,,306061764.0000,306061764.0000,11839773.0000,1144607.0000,21541690.0000,9701917.0000,48625836.0000,6671297.0000,313394228.0000,308908631.0000,9.8568704653998929e-01,327637773.0000,313195141.0000,9.5591890438102811e-01,1.2004500000000000e+05,"Aaa",3.7710000000000001e+01,10894924169.0000,29834627040.0000,6.6300000000000000e+02,4.2327635283799792e-02,2.9160000000000000e+01,1.5188860000000001e+04,"South Western RPA"
"STERLING","BP",2.0050000000000000e+03,1.3700000000000000e+02,1.3600000000000000e+02,"W",2751038.0000,5521666.0000,8299760.0000,1414916.0000,3203479.0000,4509371.0000,8171426.0000,5944292.0000,181681.0000,7851228.0000,26.0000,26.0000,197071.0000,197071.0000,123153.0000,-185676.0000,123153.0000,0.0000,,2445000.0000,2445000.0000,238228.0000,0.0000,1110863.0000,872635.0000,1370557.0000,,4442536.0000,4264460.0000,9.5991568779633973e-01,4740985.0000,4415623.0000,9.3137248905027115e-01,3.5190000000000000e+03,"A3",2.7230000000000000e+01,156733480.0000,329401172.9513,2.0000000000000000e+01,5.4375970999482132e-02,2.7750000000000000e+01,5.9393000000000006e+02,"Northeastern CT COG"
"STONINGTON","BP",2.0050000000000000e+03,1.3800000000000000e+02,1.3700000000000000e+02,"NL",42545669.0000,2040008.0000,44585677.0000,5174049.0000,3839946.0000,38660118.0000,46439517.0000,26438697.0000,3950881.0000,43496828.0000,472737.0000,472737.0000,2013631.0000,2013631.0000,1401795.0000,1110566.0000,1401795.0000,0.0000,,36932775.0000,36932775.0000,210009.0000,100000.0000,6063362.0000,5853353.0000,,1053348.0000,38365844.0000,38071512.0000,9.9232828033184939e-01,38751434.0000,38397398.0000,9.9086392519048461e-01,1.8336000000000000e+04,"Aa3",3.8680000000000000e+01,1989293304.0000,3725561932.0000,1.2100000000000000e+02,3.2572975062826214e-02,1.9240000000000002e+01,2.5198499999999999e+03,"Southeastern CT COG"
"STRATFORD","BP",2.0050000000000000e+03,1.3900000000000000e+02,1.3800000000000000e+02,"F",38059955.0000,-22913997.0000,15145958.0000,3711366.0000,27356971.0000,118879157.0000,153846545.0000,72989297.0000,20909751.0000,154712700.0000,0.0000,0.0000,0.0000,0.0000,-866155.0000,1003502.0000,-866155.0000,0.0000,,161098982.0000,161098982.0000,664656.0000,8346464.0000,9011120.0000,8346464.0000,23387628.0000,,117276936.0000,114376031.0000,9.7526448849243474e-01,123510083.0000,116882549.0000,9.4634013807601436e-01,4.9943000000000000e+04,"A1",1.7580000000000002e+01,3166351435.0000,6733739529.3550,3.8200000000000000e+02,5.2430924026254766e-02,3.6990000000000002e+01,7.7601700000000001e+03,"Greater Bridgeport RPA"
"SUFFIELD","BP",2.0050000000000000e+03,1.4000000000000000e+02,1.3900000000000000e+02,"H",36706862.0000,12299083.0000,49448082.0000,3420318.0000,10132800.0000,24313695.0000,37907022.0000,23149198.0000,4985461.0000,38108614.0000,570900.0000,570900.0000,467147.0000,467147.0000,-97839.0000,-226645.0000,-97839.0000,0.0000,,26806049.0000,26806049.0000,1281277.0000,250000.0000,9083451.0000,7802174.0000,20517912.0000,419568.0000,24211628.0000,24007953.0000,9.9158771975184812e-01,24685873.0000,24171108.0000,9.7914738522717026e-01,1.4704000000000000e+04,"Aa3",4.2210000000000001e+01,1019434575.0000,1464463172.8571,1.5000000000000000e+01,4.1777653161362678e-02,2.3609999999999999e+01,2.3852700000000000e+03,"Capital Region COG"
