"Town","Gross Residential Grand List","Gross Commercial Grand List","Gross Industrial Grand List","Total Gross Grand List","Year"
"Groton","1284522595","248313581","468958690",2922253550,"SFY 2003-2004"
"Guilford","2018759536","126112770","24113570",2400456179,"SFY 2003-2004"
"Haddam","418651240","17250610","3832070",568421090,"SFY 2003-2004"
"Hamden","1748660204","296085200","47995490",2631056458,"SFY 2003-2004"
"Hampton","63349861","1520000","244230",83155432,"SFY 2003-2004"
"Hartford","888318537","1263402771","75953710",3587285389,"SFY 2003-2004"
"Hartland","105211120","662530","0",144510890,"SFY 2003-2004"
"Harwinton","256639600","7301710","1275440",330698802,"SFY 2003-2004"
"Hebron","455251710","16253430","702270",558436262,"SFY 2003-2004"
"Kent","248543530","31106300","0",319620664,"SFY 2003-2004"
"Killingly","419690825","74797180","158572280",1154768214,"SFY 2003-2004"
"Killingworth","471179350","13767600","981460",552669246,"SFY 2003-2004"
"Lebanon","260081860","8206810","2372120",346051321,"SFY 2003-2004"
"Ledyard","589170832","36843928","8963080",812830643,"SFY 2003-2004"
"Lisbon","149505550","38795830","1819420",259549750,"SFY 2003-2004"
"Litchfield","460420218","66069502","7370942",641189281,"SFY 2003-2004"
"Lyme","246054700","2223500","0",286406576,"SFY 2003-2004"
"Madison","2051881390","109889300","2616200",2358835766,"SFY 2003-2004"
"Manchester","1426104510","538084800","176520000",2915146730,"SFY 2003-2004"
"Mansfield","411876590","33878250","647010",589433195,"SFY 2003-2004"
"Marlborough","332591250","16734450","3451570",407343937,"SFY 2003-2004"
"Meriden","1351988980","525246800","81748730",2539686496,"SFY 2003-2004"
"Middlebury","468542264","83813900","7381330",663366038,"SFY 2003-2004"
"Middlefield","223212100","14566660","11435400",313134010,"SFY 2003-2004"
"Middletown","1312155265","300842035","83098110",2557953940,"SFY 2003-2004"
"Milford","2406919951","507803380","138539310",4081068716,"SFY 2003-2004"
"Monroe","1097864696","73477010","22511720",1446417174,"SFY 2003-2004"
"Montville","580489470","74230610","25727250",997371630,"SFY 2003-2004"
"Morris","194867010","6196410","1316940",224314674,"SFY 2003-2004"
"Naugatuck","949424160","99461390","58275960",1390391380,"SFY 2003-2004"
"New Britain","1207278640","238116335","74490820",2119136902,"SFY 2003-2004"
"New Canaan","4973137050","308461560","385560",5543867740,"SFY 2003-2004"
"New Fairfield","973557220","20154750","2570750",1135847873,"SFY 2003-2004"
"New Hartford","246480500","18793170","11467050",414214028,"SFY 2003-2004"
"New Haven","1790219720","1243471160","246128120",4162644625,"SFY 2003-2004"
"Newington","1041228010","249687090","89113650",1787935164,"SFY 2003-2004"
"New London","397401590","309278620","3926650",968297288,"SFY 2003-2004"
"New Milford","1484552660","158687410","77820540",2164808545,"SFY 2003-2004"
"Newtown","2310665410","133337370","55673360",2818004658,"SFY 2003-2004"
"Norfolk","114109800","7507030","0",167691560,"SFY 2003-2004"
"North Branford","643706518","59177527","25738300",877462707,"SFY 2003-2004"
"North Canaan","112668350","27089660","22105660",253405850,"SFY 2003-2004"
"North Haven","1046958020","235306970","208776830",1972789100,"SFY 2003-2004"
"North Stonington","227618930","27440840","7326410",341459538,"SFY 2003-2004"
"Norwalk","4125598955","1142050829","162039450",6527896478,"SFY 2003-2004"
"Norwich","663049100","178163000","40036600",1191263643,"SFY 2003-2004"
"Old Lyme","747699149","39861331","6108000",905867706,"SFY 2003-2004"
"Old Saybrook","787127310","144331790","17152400",1117614112,"SFY 2003-2004"
"Orange","850724295","267614348","74512450",1384377335,"SFY 2003-2004"
"Oxford","558809496","23329160","23499320",731248528,"SFY 2003-2004"
"Plainfield","400723220","56224650","31057980",645368025,"SFY 2003-2004"
"Plainville","497431430","144628170","60986530",946616460,"SFY 2003-2004"
"Plymouth","370955860","23050240","19772945",532149351,"SFY 2003-2004"
"Pomfret","151343670","8711720","9420640",216487337,"SFY 2003-2004"
"Portland","364127080","43808370","11221980",525776642,"SFY 2003-2004"
"Preston","196373500","13252400","1751400",265232349,"SFY 2003-2004"
"Prospect","381739050","27712320","9063662",504678234,"SFY 2003-2004"
"Putnam","166333400","50105000","31040000",354658892,"SFY 2003-2004"
"Redding","1155854360","51304790","4320730",1395424835,"SFY 2003-2004"
"Ridgefield","3285318500","216046440","132117240",4007798145,"SFY 2003-2004"
"Rocky Hill","650994500","283620570","57438910",1238374740,"SFY 2003-2004"
"Roxbury","434168150","1505800","0",468888825,"SFY 2003-2004"
"Salem","193237290","12203390","1129810",251305647,"SFY 2003-2004"
"Salisbury","426458530","29959360","0",610052540,"SFY 2003-2004"
"Scotland","55212750","550790","735090",72092897,"SFY 2003-2004"
"Seymour","661273620","53529410","33410860",932694280,"SFY 2003-2004"
"Sharon","285640200","29271900","0",391410792,"SFY 2003-2004"
"Shelton","2114317640","413824720","138206690",3264420640,"SFY 2003-2004"
"Sherman","329607357","2414250","0",407693928,"SFY 2003-2004"
"Simsbury","1434187435","211185740","2460245",1928769294,"SFY 2003-2004"
"Somers","360302540","15812360","7555720",472923183,"SFY 2003-2004"
"Southbury","1403485460","233507860","8654090",1949644739,"SFY 2003-2004"
"Southington","1777452944","288898750","76772920",2659546954,"SFY 2003-2004"
"South Windsor","1336360026","136742327","174839480",2171275852,"SFY 2003-2004"
"Sprague","73497342","4304240","10819000",159404143,"SFY 2003-2004"
"Stafford","310404430","31705108","15417270",508586528,"SFY 2003-2004"
"Stamford","6119654070","2641024870","164388190",11107032520,"SFY 2003-2004"
"Sterling","102229670","3408840","7382740",163577114,"SFY 2003-2004"
"Stonington","1411421500","264895370","29485900",1989796187,"SFY 2003-2004"
"Stratford","2111433600","268484230","232866050",3249268801,"SFY 2003-2004"
"Suffield","574767550","38352840","29042300",781620305,"SFY 2003-2004"
"Thomaston","233036902","26429935","23990780",398908341,"SFY 2003-2004"
"Thompson","253884930","14225750","6283000",388787322,"SFY 2003-2004"
"Tolland","638373050","30397760","12836820",813250065,"SFY 2003-2004"
"Torrington","860929541","198722310","65792030",1513567448,"SFY 2003-2004"
"Trumbull","2345335988","240918337","204305669",3381863517,"SFY 2003-2004"
"Union","34856400","1951410","245930",49503454,"SFY 2003-2004"
"Vernon","745786294","157476445","19158190",1257935312,"SFY 2003-2004"
"Voluntown","89582170","4886600","42980",124353833,"SFY 2003-2004"
"Wallingford","1774428400","451424200","189974500",3135460827,"SFY 2003-2004"
"Warren","151228570","3767080","0",187152540,"SFY 2003-2004"
"Washington","460955290","23736210","380950",622679040,"SFY 2003-2004"
"Waterbury","1830805230","599392800","162158080",3456983670,"SFY 2003-2004"
"Waterford","1112451260","256957270","34896970",2513454500,"SFY 2003-2004"
"Watertown","775652913","104689880","52292820",1269562400,"SFY 2003-2004"
"Westbrook","541227530","79172660","26134600",772569268,"SFY 2003-2004"
"West Hartford","2521281800","454973440","63616800",3677138910,"SFY 2003-2004"
"West Haven","1137963270","168942480","133184240",1903018431,"SFY 2003-2004"
"Weston","1592081880","14316610","0",1781923156,"SFY 2003-2004"
"Westport","4586942300","676699800","0",5717794858,"SFY 2003-2004"
"Wethersfield","1051674500","149323200","15824000",1475851530,"SFY 2003-2004"
"Willington","158046388","32398100","3676010",297073436,"SFY 2003-2004"
"Wilton","2820003900","435803310","0",3634400020,"SFY 2003-2004"
"Winchester","377286929","45382330","16708860",573115949,"SFY 2003-2004"
"Windham","338635840","95478015","26890920",671248465,"SFY 2003-2004"
"Windsor","931840840","248214960","190953560",1893727155,"SFY 2003-2004"
"Windsor Locks","356831800","111236100","110085400",951371431,"SFY 2003-2004"
"Wolcott","655391820","43946790","22326640",857394559,"SFY 2003-2004"
"Woodbridge","714179370","47233760","9526260",876109245,"SFY 2003-2004"
"Woodbury","540784800","52173290","9958270",719011586,"SFY 2003-2004"
"Woodstock","323205510","11895780","11022220",424459190,"SFY 2003-2004"
"Andover","134430280","2779700","773600",169201624,"SFY 2004-2005"
"Ansonia","596432000","55269000","14666900",794852643,"SFY 2004-2005"
"Ashford","173090670","7687340","521750",222760670,"SFY 2004-2005"
"Avon","1580762390","220389600","27586950",2083803895,"SFY 2004-2005"
"Barkhamsted","207188120","13410880","2085910",285462872,"SFY 2004-2005"
"Beacon Falls","217488440","6838520","21981300",306928630,"SFY 2004-2005"
"Berlin","998408900","174938690","94946600",1627118350,"SFY 2004-2005"
"Bethany","418439600","12479912","7685680",495584515,"SFY 2004-2005"
"Bethel","1126708670","155569100","58463590",1585130350,"SFY 2004-2005"
"Bethlehem","292893440","7643920","3792160",342809498,"SFY 2004-2005"
"Bloomfield","654373196","77499080","131662960",1202170437,"SFY 2004-2005"
"Bolton","308345170","15217180","5109470",378211570,"SFY 2004-2005"
"Bozrah","102813540","7241820","19133230",183683772,"SFY 2004-2005"
"Branford","2050504510","271328400","96611700",2757620652,"SFY 2004-2005"
"Bridgeport","3172155721","701165043","187790886",5219053342,"SFY 2004-2005"
"Bridgewater","283157000","3221000","0",310568583,"SFY 2004-2005"
"Bristol","1812370230","246776820","173002140",2947077540,"SFY 2004-2005"
"Brookfield","1249017160","173497830","91349890",1761062770,"SFY 2004-2005"
"Brooklyn","225256550","21598630","2885650",323893990,"SFY 2004-2005"
"Burlington","573216400","10070970","2287040",708172311,"SFY 2004-2005"
"Canaan","65391100","4212700","2612900",113909690,"SFY 2004-2005"
"Canterbury","160748610","6331880","1828100",216766181,"SFY 2004-2005"
"Canton","590056900","69576340","5546910",762889329,"SFY 2004-2005"
"Chaplin","87584480","7436000","0",119562999,"SFY 2004-2005"
"Cheshire","1825753120","148346210","139257730",2431926210,"SFY 2004-2005"
"Chester","277428400","49623600","16049800",404061964,"SFY 2004-2005"
"Clinton","667685709","104396495","24809200",955492078,"SFY 2004-2005"
"Colchester","576434430","61436170","8334000",806871576,"SFY 2004-2005"
"Colebrook","83276600","676900","0",107856002,"SFY 2004-2005"
"Columbia","259940600","12525500","3604300",332256020,"SFY 2004-2005"
"Cornwall","166781290","5244980","0",228040390,"SFY 2004-2005"
"Coventry","499671300","16188060","1750630",607785575,"SFY 2004-2005"
"Cromwell","656947480","135309810","22286590",962280680,"SFY 2004-2005"
"Danbury","3540311400","1138373800","319303100",5902781490,"SFY 2004-2005"
"Darien","5426735585","399495950","0",6224291311,"SFY 2004-2005"
"Deep River","278822880","20852090","8781780",366667570,"SFY 2004-2005"
"Derby","350627285","73814820","9890100",549524334,"SFY 2004-2005"
"Durham","371971291","17888830","12274830",480842987,"SFY 2004-2005"
"Eastford","69801950","4841830","1546790",96588413,"SFY 2004-2005"
"East Granby","297601300","17409000","54402500",476025091,"SFY 2004-2005"
"East Haddam","447814150","33669680","4930860",654879025,"SFY 2004-2005"
"East Hampton","537282930","30186680","8855930",695017671,"SFY 2004-2005"
"East Hartford","1107064020","286223560","239424350",2449149280,"SFY 2004-2005"
"East Haven","871495514","122611640","29029780",1227991616,"SFY 2004-2005"
"East Lyme","1070183657","84775594","11033610",1335177857,"SFY 2004-2005"
"Easton","1098596400","25436230","907610",1214929825,"SFY 2004-2005"
"East Windsor","369224675","114379400","71425020",712814782,"SFY 2004-2005"
"Ellington","515927120","40862270","14644500",738462190,"SFY 2004-2005"
"Enfield","1192244560","296800770","121543930",2043577084,"SFY 2004-2005"
"Essex","772188000","102029400","32550400",990999728,"SFY 2004-2005"
"Fairfield","5924680030","587803860","52673530",7233062136,"SFY 2004-2005"
"Farmington","1615348073","488875795","82188750",2639785116,"SFY 2004-2005"
"Franklin","95969330","20947130","5929890",164566603,"SFY 2004-2005"
"Glastonbury","2160076800","341297500","24885000",2921944400,"SFY 2004-2005"
"Goshen","315221220","9171550","295240",357641695,"SFY 2004-2005"
"Granby","585489580","34732810","3042690",780652060,"SFY 2004-2005"
"Greenwich","16354451540","1969999430","61979540",20114612730,"SFY 2004-2005"
"Griswold","330778176","27604823","7088620",466260868,"SFY 2004-2005"
"Groton","1304695785","255378077","467192250",2899017151,"SFY 2004-2005"
"Guilford","2054015196","126008560","23677260",2435725538,"SFY 2004-2005"
"Haddam","428916000","16214960","4637790",593099535,"SFY 2004-2005"
"Hamden","1758332174","299485580","48286080",2627066685,"SFY 2004-2005"
"Hampton","93460300","1494000","0",115298996,"SFY 2004-2005"
"Hartford","895968805","1240468664","69878030",3533027644,"SFY 2004-2005"
"Hartland","106417310","609390","0",145362830,"SFY 2004-2005"
"Harwinton","353129660","8901400","2543150",441210662,"SFY 2004-2005"
"Hebron","468120110","16147660","702270",571593322,"SFY 2004-2005"
"Kent","341159200","34740110","0",447248336,"SFY 2004-2005"
"Killingly","430822585","75033270","158882660",1178126073,"SFY 2004-2005"
"Killingworth","479158410","13993280","981460",559722615,"SFY 2004-2005"
"Lebanon","354088265","12403910","2794790",458292671,"SFY 2004-2005"
"Ledyard","597530002","36890338","8964060",813411472,"SFY 2004-2005"
"Lisbon","152839710","39243680","1819420",264360535,"SFY 2004-2005"
"Litchfield","665527951","77167570","3278070",835426126,"SFY 2004-2005"
"Lyme","446857711","4181065","0",496219719,"SFY 2004-2005"
"Madison","2072628990","111519300","2616200",2377883265,"SFY 2004-2005"
"Manchester","1442070710","540101604","171395500",2926748374,"SFY 2004-2005"
"Mansfield","423877050","43104970","1085700",589473540,"SFY 2004-2005"
"Marlborough","346728600","18898810","3451570",423851770,"SFY 2004-2005"
"Meriden","1365143490","512678510","81683980",2531875508,"SFY 2004-2005"
"Middlebury","479225100","77741420","8771470",673540349,"SFY 2004-2005"
"Middlefield","226193200","14431110","11963700",316121520,"SFY 2004-2005"
"Middletown","1334457156","309905712","83183230",2594451094,"SFY 2004-2005"
"Milford","2433007892","518807490","132320930",4095056571,"SFY 2004-2005"
"Monroe","1616639010","104125600","27969810",2020275588,"SFY 2004-2005"
"Montville","595129420","75443300","25727250",1007094632,"SFY 2004-2005"
"Morris","198979080","5505690","1316940",227249234,"SFY 2004-2005"
"Naugatuck","960335350","99904810","58840250",1395177890,"SFY 2004-2005"
"New Britain","1210667280","235843205","72652960",2083586976,"SFY 2004-2005"
"New Canaan","5842076200","328834100","4872600",6560018770,"SFY 2004-2005"
"New Fairfield","982710730","19989550","2570750",1143211480,"SFY 2004-2005"
"New Hartford","418889780","21885010","11671730",540789682,"SFY 2004-2005"
"New Haven","1790884410","1223375680","238870240",4101236254,"SFY 2004-2005"
"Newington","1047054340","257398430","88151920",1790275883,"SFY 2004-2005"
"New London","680016265","357211947","107688400",1341363799,"SFY 2004-2005"
"New Milford","1512162300","162884620","79107350",2215657680,"SFY 2004-2005"
"Newtown","2371322440","132538020","54156320",2866356451,"SFY 2004-2005"
"Norfolk","142590290","7072500","0",200366590,"SFY 2004-2005"
"North Branford","654058398","57902827","25753350",886881114,"SFY 2004-2005"
"North Canaan","113005900","26541780","21583320",253140120,"SFY 2004-2005"
"North Haven","1060071780","236839600","206917850",1966412107,"SFY 2004-2005"
"North Stonington","232977920","27411230","7326410",344162611,"SFY 2004-2005"
"Norwalk","6982619489","1657971859","220224480",10085387558,"SFY 2004-2005"
"Norwich","1020492600","255285500","64079000",1758211317,"SFY 2004-2005"
"Old Lyme","760353409","40398271","6108000",911009985,"SFY 2004-2005"
"Old Saybrook","1474234400","186892400","16628600",1859885673,"SFY 2004-2005"
"Orange","867443195","265435009","72620100",1388567083,"SFY 2004-2005"
"Oxford","590059160","23988160","23627330",765612527,"SFY 2004-2005"
"Plainfield","408911270","57354680","32980470",650949115,"SFY 2004-2005"
"Plainville","505642430","147454880","62677430",957575402,"SFY 2004-2005"
"Plymouth","375168910","23044720","19180705",534769350,"SFY 2004-2005"
"Pomfret","155995540","9090790","9420640",220636182,"SFY 2004-2005"
"Portland","372530760","43859200","11713380",533517491,"SFY 2004-2005"
"Preston","200891500","12589300","1751400",267949411,"SFY 2004-2005"
"Prospect","389104360","28278640","9678732",512355136,"SFY 2004-2005"
"Putnam","265404900","64132700","38420500",476450260,"SFY 2004-2005"
"Redding","1183585300","70157990","4320730",1433407570,"SFY 2004-2005"
"Ridgefield","3355503036","218789974","138369125",4080023355,"SFY 2004-2005"
"Rocky Hill","905140240","316141360","74672940",1546786400,"SFY 2004-2005"
"Roxbury","441121080","1481820","0",476509400,"SFY 2004-2005"
"Salem","199413350","12802420","1041890",258546208,"SFY 2004-2005"
"Salisbury","436984420","29568530","0",624672090,"SFY 2004-2005"
"Scotland","73524570","1153920","0",90596297,"SFY 2004-2005"
"Seymour","681937200","55420110","33920670",952405004,"SFY 2004-2005"
"Sharon","421118700","26462960","0",519025238,"SFY 2004-2005"
"Shelton","2146127860","430221870","134851600",3288260650,"SFY 2004-2005"
"Sherman","517410700","5527830","0",635110075,"SFY 2004-2005"
"Simsbury","1443372265","201079351","9628645",1929993109,"SFY 2004-2005"
"Somers","381452008","16940110","4582760",488883733,"SFY 2004-2005"
"Southbury","1425882060","234700460","8848490",1968656001,"SFY 2004-2005"
"Southington","1820155654","276114288","78224321",2673465963,"SFY 2004-2005"
"South Windsor","1359274420","134622401","175092619",2014220052,"SFY 2004-2005"
"Sprague","74526620","4610570","10818790",155370748,"SFY 2004-2005"
