Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Unreserved_Fund_Bal,Fund_Equity_Enterprise,Fund_Equity_Internal_Service,Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2004 Population,Moody's_Bond_Ratings_July_2004,area lmt,ACGLFY04,EGL,TANF04 Recipients,empl,ACMR,enrollmt,RPA Identifier
"OLD LYME","JG",2.0040000000000000e+03,1.0600000000000000e+02,1.0500000000000000e+02,"NL",7412241.0000,2730538.0000,10404129.0000,-467795.0000,628658.0000,21728050.0000,23449483.0000,17230288.0000,292450.0000,23472514.0000,46221.0000,46221.0000,973605.0000,973605.0000,-950415.0000,272861.0000,-950415.0000,0.0000,18206859.0000,500000.0000,18706859.0000,261350.0000,500000.0000,3141882.0000,2880532.0000,,,21447654.0000,21186280.0000,9.8781339907851928e-01,21927750.0000,21531141.0000,9.8191291856209595e-01,7.5350000000000000e+03,"Aa2",2.3100000000000001e+01,903377776.0000,1828403402.6688,7.0000000000000000e+00,3.2624456259062351e-02,2.3600000000000001e+01,1.2887700000000000e+03,"CT River Estuary RPA"
"OLD SAYBROOK","JG",2.0040000000000000e+03,1.0700000000000000e+02,1.0600000000000000e+02,"M",57461690.0000,8842023.0000,66303713.0000,1892733.0000,1718882.0000,24235159.0000,27236544.0000,15935719.0000,2196391.0000,27339858.0000,0.0000,0.0000,425571.0000,425571.0000,-528885.0000,15631.0000,-528885.0000,0.0000,,19025000.0000,19025000.0000,0.0000,482258.0000,2815200.0000,2815200.0000,,,24045751.0000,23829812.0000,9.9101966081242376e-01,24557335.0000,24086532.0000,9.8082841643851015e-01,1.0520000000000000e+04,"AA3",1.5040000000000001e+01,1111282642.0000,2505294065.9121,3.4000000000000000e+01,3.7646613696556940e-02,2.1570000000000000e+01,1.5881500000000001e+03,"CT River Estuary RPA"
"ORANGE","JG",2.0040000000000000e+03,1.0800000000000000e+02,1.0700000000000000e+02,"NH",18249803.0000,5695157.0000,24705530.0000,2825930.0000,2463457.0000,40331649.0000,44629564.0000,26772132.0000,1790531.0000,43720807.0000,387425.0000,387425.0000,0.0000,0.0000,1296182.0000,1482256.0000,1296182.0000,0.0000,8186623.0000,11802657.0000,19989280.0000,901890.0000,0.0000,5675531.0000,4773641.0000,8903065.0000,1078551.0000,40294260.0000,40123663.0000,9.9576622079670896e-01,40668734.0000,40381486.0000,9.9293688365120980e-01,1.3587000000000000e+04,"Aa2",1.7190000000000001e+01,1379600565.0000,2568986458.2730,1.0000000000000000e+01,3.4542815674891147e-02,2.9500000000000000e+01,2.5508600000000001e+03,"South Central Regional COG"
"OXFORD","JG",2.0040000000000000e+03,1.0900000000000000e+02,1.0800000000000000e+02,"NH",13980385.0000,12971960.0000,26952345.0000,1855038.0000,5692695.0000,20040007.0000,27577230.0000,18367018.0000,1790498.0000,26217788.0000,84235.0000,84235.0000,860600.0000,860600.0000,583077.0000,637318.0000,583077.0000,0.0000,,8934000.0000,8934000.0000,0.0000,0.0000,3643970.0000,3643970.0000,,,19320851.0000,18834192.0000,9.7481172024979645e-01,25163597.0000,19528419.0000,7.7605832743228242e-01,1.1112000000000000e+04,"A1",3.2890000000000001e+01,728947610.0000,1393484667.4676,1.2000000000000000e+01,3.7946780034640214e-02,2.6770000000000000e+01,1.8637900000000000e+03,"COG of Central Naugatuck Valley"
"PLAINFIELD","BP",2.0040000000000000e+03,1.1000000000000000e+02,1.0900000000000000e+02,"W",22446157.0000,18856398.0000,41302555.0000,2999656.0000,17513711.0000,14612887.0000,33691350.0000,25930720.0000,2508609.0000,34191769.0000,0.0000,0.0000,0.0000,0.0000,-500419.0000,-178974.0000,-500419.0000,0.0000,,12122926.0000,12122926.0000,66179.0000,810752.0000,3623979.0000,3557800.0000,10040458.0000,484501.0000,14429880.0000,13948145.0000,9.6661545348956468e-01,15505680.0000,14340292.0000,9.2484121947570186e-01,1.5353000000000000e+04,"A3",4.2259999999999998e+01,642912415.0000,915951711.4286,1.7000000000000000e+02,6.4781362900211789e-02,2.2699999999999999e+01,2.5357900000000000e+03,"Northeastern CT COG"
"PLAINVILLE","JG",2.0040000000000000e+03,1.1100000000000000e+02,1.1000000000000000e+02,"H",12397870.0000,20215723.0000,33672840.0000,2922096.0000,11780836.0000,31143789.0000,44490440.0000,27137605.0000,3537127.0000,43074014.0000,366045.0000,366045.0000,1325330.0000,1325330.0000,457141.0000,-612743.0000,457141.0000,0.0000,,15960207.0000,15960207.0000,1135352.0000,2150000.0000,7136024.0000,6000672.0000,,2941460.0000,30952653.0000,30177068.0000,9.7494285869453579e-01,32241387.0000,30805823.0000,9.5547449618094904e-01,1.7371000000000000e+04,"A1",9.7599999999999998e+00,941924060.0000,1751125208.7576,1.1500000000000000e+02,5.1558015580155804e-02,3.3549999999999997e+01,2.6447100000000000e+03,"Central CT RPA"
"PLYMOUTH","BP",2.0040000000000000e+03,1.1200000000000000e+02,1.1100000000000000e+02,"L",35490457.0000,6317179.0000,47525493.0000,815350.0000,10318989.0000,19178006.0000,30978169.0000,18789813.0000,2677931.0000,30905377.0000,330006.0000,330006.0000,399560.0000,399560.0000,3238.0000,-241901.0000,3238.0000,0.0000,,15002580.0000,15002580.0000,79186.0000,200000.0000,1533280.0000,1454094.0000,,336121.0000,18817234.0000,18182163.0000,9.6625056583767832e-01,20166759.0000,18721031.0000,9.2831133649189734e-01,1.2117000000000000e+04,"A2",2.1719999999999999e+01,528986091.0000,909376599.6809,1.0300000000000000e+02,5.4160961509204318e-02,3.5700000000000003e+01,2.0191700000000001e+03,"Central CT RPA"
"POMFRET","BP",2.0040000000000000e+03,1.1300000000000000e+02,1.1200000000000000e+02,"W",6169795.0000,3306656.0000,9694486.0000,682397.0000,3772651.0000,5472433.0000,9582747.0000,6976534.0000,1111703.0000,9414619.0000,3447.0000,421447.0000,504024.0000,504024.0000,-332449.0000,-17433.0000,85551.0000,0.0000,,1888000.0000,1888000.0000,273152.0000,178001.0000,1463340.0000,1190188.0000,,,5414304.0000,5356569.0000,9.8933657954928278e-01,5468552.0000,5378309.0000,9.8349782538412367e-01,4.0860000000000000e+03,"A3",4.0289999999999999e+01,215325218.0000,410124913.4752,5.0000000000000000e+00,4.0281030444964873e-02,2.5240000000000002e+01,7.6714999999999998e+02,"Northeastern CT COG"
"PORTLAND","BP",2.0040000000000000e+03,1.1400000000000000e+02,1.1300000000000000e+02,"M",47436548.0000,-273530.0000,53781078.0000,18554725.0000,4526951.0000,18209390.0000,23593153.0000,14558937.0000,1902858.0000,22080838.0000,0.0000,0.0000,914953.0000,914953.0000,597362.0000,106356.0000,597362.0000,0.0000,,22895403.0000,22895403.0000,0.0000,1253723.0000,2276603.0000,2276603.0000,,5317.0000,17884258.0000,17488845.0000,9.7789044421076909e-01,18761566.0000,17880057.0000,9.5301516941602848e-01,9.3400000000000000e+03,"A2",2.3400000000000002e+01,523191182.0000,923746434.1439,5.0000000000000000e+01,4.3331345656927055e-02,3.4030000000000001e+01,1.4371900000000001e+03,"Midstate RPA"
"PRESTON","JG",2.0040000000000000e+03,1.1500000000000000e+02,1.1400000000000000e+02,"NL",11505216.0000,3094404.0000,14671459.0000,938056.0000,4092539.0000,5905192.0000,10883801.0000,7947868.0000,630318.0000,10411135.0000,452.0000,452.0000,637016.0000,637016.0000,-163898.0000,-535849.0000,-163898.0000,0.0000,,6348753.0000,6348753.0000,138384.0000,0.0000,1223169.0000,1084785.0000,,,5808667.0000,5683648.0000,9.7847716179977262e-01,6033786.0000,5831443.0000,9.6646500223905851e-01,4.8460000000000000e+03,"A3",3.0890000000000001e+01,263230360.0000,376015822.8571,2.8000000000000000e+01,3.7900874635568516e-02,2.1850000000000001e+01,7.7865999999999997e+02,"Southeastern CT COG"
"PROSPECT","JG",2.0040000000000000e+03,1.1600000000000000e+02,1.1500000000000000e+02,"NH",11843670.0000,1626701.0000,13470371.0000,-153143.0000,4679239.0000,15366357.0000,20575094.0000,14826229.0000,871716.0000,20563042.0000,45135.0000,45135.0000,35000.0000,35000.0000,22187.0000,-279450.0000,22187.0000,0.0000,23789244.0000,4364879.0000,28154123.0000,0.0000,0.0000,529275.0000,529275.0000,,,15012496.0000,14818677.0000,9.8708948864998869e-01,15641419.0000,15144330.0000,9.6821969924851448e-01,9.2050000000000000e+03,"A3",1.4320000000000000e+01,502303555.0000,963511595.2432,2.2000000000000000e+01,4.2242554019855945e-02,3.0000000000000000e+01,1.5970200000000000e+03,"COG of Central Naugatuck Valley"
"PUTNAM","JG",2.0040000000000000e+03,1.1700000000000000e+02,1.1600000000000000e+02,"W",25872575.0000,1905520.0000,29491527.0000,-643277.0000,8616537.0000,6054061.0000,17630101.0000,13274384.0000,484190.0000,17517145.0000,105000.0000,105000.0000,437845.0000,437845.0000,-219889.0000,102639.0000,-219889.0000,0.0000,,1080000.0000,1080000.0000,365417.0000,510676.0000,2865878.0000,2500461.0000,10508476.0000,,5920306.0000,5735937.0000,9.6885819753235725e-01,6189393.0000,5845520.0000,9.4444156317105732e-01,9.2370000000000000e+03,"A3",2.0289999999999999e+01,353296457.0000,733671838.9094,1.3900000000000000e+02,5.4813633645604945e-02,1.7250000000000000e+01,1.3674400000000001e+03,"Northeastern CT COG"
"REDDING","JG",2.0040000000000000e+03,1.1800000000000000e+02,1.1700000000000000e+02,"F",22470851.0000,4310636.0000,26783587.0000,361475.0000,1245651.0000,29470724.0000,32558301.0000,23802939.0000,1645063.0000,32484882.0000,313191.0000,319191.0000,0.0000,0.0000,386610.0000,286181.0000,392610.0000,0.0000,11680663.0000,12839377.0000,24520040.0000,0.0000,1300000.0000,4742400.0000,4742400.0000,2910355.0000,326000.0000,29095873.0000,28824240.0000,9.9066420863192517e-01,29873643.0000,29271898.0000,9.7985699300215912e-01,8.6480000000000000e+03,"Aa1",3.1500000000000000e+01,1392796485.0000,1989709264.2857,5.0000000000000000e+00,3.2542372881355933e-02,2.1250000000000000e+01,1.8020400000000000e+03,"Housatonic Council of Elected Ofcls"
"RIDGEFIELD","JG",2.0040000000000000e+03,1.1900000000000000e+02,1.1800000000000000e+02,"F",56415672.0000,1466438.0000,60007869.0000,4411348.0000,3419872.0000,83182130.0000,94698861.0000,57951342.0000,13910528.0000,95874476.0000,1061400.0000,1061400.0000,355702.0000,355702.0000,-469917.0000,745060.0000,-469917.0000,0.0000,,143938394.0000,143938394.0000,126433.0000,930000.0000,8221079.0000,8094646.0000,,413325.0000,81936586.0000,81209458.0000,9.9112572251911990e-01,84192171.0000,82447245.0000,9.7927448622271540e-01,2.4202000000000000e+04,"Aaa",3.4430000000000000e+01,4004879909.0000,5759828441.4286,7.0000000000000000e+00,3.2514640328642604e-02,2.0770000000000000e+01,5.5025299999999997e+03,"Housatonic Council of Elected Ofcls"
"ROCKY HILL","JG",2.0040000000000000e+03,1.2000000000000000e+02,1.1900000000000000e+02,"H",21571586.0000,8749904.0000,30446377.0000,-832902.0000,4852728.0000,36109322.0000,43251429.0000,21683854.0000,2283836.0000,43710648.0000,0.0000,5324391.0000,418346.0000,5296076.0000,-877565.0000,-592676.0000,-430904.0000,0.0000,,18334467.0000,18334467.0000,77977.0000,0.0000,3110365.0000,3032388.0000,,,36169025.0000,35379506.0000,9.7817140495216559e-01,37709636.0000,35771929.0000,9.4861507016402913e-01,1.8620000000000000e+04,"Aa3",1.3450000000000001e+01,1233515550.0000,2350776824.0278,2.1000000000000000e+01,4.1902163320990060e-02,2.9300000000000001e+01,2.4765999999999999e+03,"Capital Region COG"
"ROXBURY","BP",2.0040000000000000e+03,1.2100000000000000e+02,1.2000000000000000e+02,"L",10046008.0000,2933228.0000,14299508.0000,1317238.0000,189991.0000,7206897.0000,7983941.0000,4927367.0000,133760.0000,7113669.0000,0.0000,0.0000,361000.0000,361000.0000,509272.0000,-47788.0000,509272.0000,0.0000,1215592.0000,330000.0000,1545592.0000,0.0000,0.0000,2152051.0000,2152051.0000,,,7224539.0000,7192507.0000,9.9556622228767810e-01,7256980.0000,7219232.0000,9.9479838720790192e-01,2.3110000000000000e+03,"Aa3",2.6219999999999999e+01,468075695.0000,668679564.2857,0.0000000000000000e+00,2.8379387602688575e-02,1.5400000000000000e+01,3.6134000000000003e+02,"Northwestern CT COG"
"SALEM","BP",2.0040000000000000e+03,1.2200000000000000e+02,1.2100000000000000e+02,"NL",9926841.0000,1183010.0000,12068410.0000,398293.0000,3392388.0000,7638536.0000,11535501.0000,7986423.0000,501551.0000,11273931.0000,87247.0000,87247.0000,217391.0000,217391.0000,131426.0000,-374402.0000,131426.0000,0.0000,,1580000.0000,1580000.0000,39059.0000,58528.0000,1322100.0000,1283041.0000,,,7544057.0000,7439399.0000,9.8612709315425373e-01,7683799.0000,7545598.0000,9.8201397511829758e-01,4.0580000000000000e+03,"A3",2.8949999999999999e+01,250145277.0000,456565757.0265,1.0000000000000000e+01,3.4317637669592976e-02,3.0000000000000000e+01,8.4769000000000005e+02,"Southeastern CT COG"
"SALISBURY","JG",2.0040000000000000e+03,1.2300000000000000e+02,1.2200000000000000e+02,"L",7707208.0000,4060240.0000,13449393.0000,344636.0000,497718.0000,9117326.0000,10272309.0000,6396033.0000,406712.0000,9760450.0000,1900.0000,1900.0000,637616.0000,637616.0000,-123857.0000,71259.0000,-123857.0000,0.0000,1041866.0000,2045000.0000,3086866.0000,82460.0000,286788.0000,1228941.0000,1146481.0000,373152.0000,,9134801.0000,9001923.0000,9.8545365137127783e-01,9440082.0000,9112896.0000,9.6534076716706485e-01,4.0590000000000000e+03,"A1",5.7320000000000000e+01,608796520.0000,1121887711.0381,9.0000000000000000e+00,3.6924633282751647e-02,1.5000000000000000e+01,4.8350000000000000e+02,"Northwestern CT COG"
"SCOTLAND","BP",2.0040000000000000e+03,1.2400000000000000e+02,1.2300000000000000e+02,"W",1993057.0000,1891654.0000,3948669.0000,490018.0000,1537328.0000,2678197.0000,4327588.0000,3365828.0000,263913.0000,4228552.0000,1973.0000,1973.0000,25666.0000,25666.0000,75343.0000,-140095.0000,75343.0000,0.0000,0.0000,1440000.0000,1440000.0000,483156.0000,0.0000,1172512.0000,689356.0000,,,2588075.0000,2487004.0000,9.6094742231194996e-01,2842207.0000,2607936.0000,9.1757426535083475e-01,1.6650000000000000e+03,"A3",1.8609999999999999e+01,71211537.0000,126315289.9598,7.0000000000000000e+00,2.6680896478121666e-02,3.6100000000000001e+01,2.7210000000000002e+02,"Windham Region COG"
"SEYMOUR","JG",2.0040000000000000e+03,1.2500000000000000e+02,1.2400000000000000e+02,"NH",17850593.0000,7104126.0000,25784636.0000,406346.0000,12373228.0000,27242786.0000,40592933.0000,24788370.0000,3243322.0000,40959561.0000,0.0000,0.0000,921651.0000,921651.0000,-1288279.0000,378474.0000,-1288279.0000,0.0000,,26143507.0000,26143507.0000,266366.0000,0.0000,2782051.0000,2515685.0000,6884022.0000,,25827481.0000,25348394.0000,9.8145049453332289e-01,26556137.0000,25803786.0000,9.7166941110448402e-01,1.6133000000000000e+04,"A3",1.4570000000000000e+01,924770380.0000,1567336665.5604,1.0300000000000000e+02,4.6335963923337088e-02,2.9280000000000001e+01,2.5534500000000003e+03,"Valley COG"
"SHARON","JG",2.0040000000000000e+03,1.2600000000000000e+02,1.2500000000000000e+02,"L",3495336.0000,2728557.0000,6223893.0000,338455.0000,541346.0000,6677336.0000,7783014.0000,4962884.0000,317663.0000,7481916.0000,13500.0000,13500.0000,109224.0000,109224.0000,205374.0000,425535.0000,205374.0000,0.0000,808139.0000,1770000.0000,2578139.0000,230885.0000,50000.0000,1355754.0000,1124869.0000,3001257.0000,,6630466.0000,6537838.0000,9.8602994118362119e-01,6843641.0000,6630925.0000,9.6891771499995394e-01,3.0360000000000000e+03,"A1",5.8700000000000003e+01,389811302.0000,803267013.6943,7.0000000000000000e+00,2.8049575994781473e-02,1.7000000000000000e+01,3.5538999999999999e+02,"Northwestern CT COG"
"SHELTON","JG",2.0040000000000000e+03,1.2700000000000000e+02,1.2600000000000000e+02,"F",56334288.0000,6105669.0000,62487742.0000,-2466807.0000,8199851.0000,68844808.0000,80944925.0000,53529419.0000,4415285.0000,82486799.0000,0.0000,0.0000,129076.0000,129076.0000,-1670950.0000,-2552916.0000,-1670950.0000,0.0000,,27780000.0000,27780000.0000,916984.0000,3960195.0000,5015261.0000,4098277.0000,,-1432067.0000,67605785.0000,66921464.0000,9.8987777451293557e-01,68938050.0000,67622621.0000,9.8091867988723214e-01,3.9254000000000000e+04,"Aa3",3.0570000000000000e+01,3254361170.0000,6031447800.4561,1.3200000000000000e+02,4.4480979129561130e-02,2.0890000000000001e+01,5.7715500000000002e+03,"Valley COG"
"SHERMAN","JG",2.0040000000000000e+03,1.2800000000000000e+02,1.2700000000000000e+02,"F",9476438.0000,1752916.0000,11229354.0000,191039.0000,633383.0000,8609296.0000,9899546.0000,6371384.0000,727061.0000,9698156.0000,83712.0000,83712.0000,246806.0000,246806.0000,38296.0000,212975.0000,38296.0000,0.0000,,7775000.0000,7775000.0000,0.0000,435679.0000,1282160.0000,1282160.0000,,,8598910.0000,8543688.0000,9.9357802326108779e-01,8639929.0000,8574174.0000,9.9238940505182394e-01,4.1000000000000000e+03,"A1",2.1800000000000001e+01,406095080.0000,824132602.6154,8.0000000000000000e+00,2.9228557738380449e-02,2.1000000000000000e+01,6.5748000000000002e+02,"Housatonic Council of Elected Ofcls"
"SIMSBURY","JG",2.0040000000000000e+03,1.2900000000000000e+02,1.2800000000000000e+02,"H",37405830.0000,23332216.0000,60738046.0000,5368538.0000,4805175.0000,63395587.0000,70257014.0000,49838946.0000,5033754.0000,69263375.0000,230140.0000,230140.0000,558989.0000,558989.0000,664790.0000,1442913.0000,664790.0000,0.0000,,31301570.0000,31301570.0000,232198.0000,0.0000,6811562.0000,6579364.0000,,823190.0000,62867259.0000,62438029.0000,9.9317243972733094e-01,63839844.0000,62960265.0000,9.8622209979084541e-01,2.3460000000000000e+04,"Aa1",3.3880000000000003e+01,1926125699.0000,2751608141.4286,2.0000000000000000e+01,3.4637643603696984e-02,3.2600000000000001e+01,5.0353400000000001e+03,"Capital Region COG"
"SOMERS","JG",2.0040000000000000e+03,1.3000000000000000e+02,1.2900000000000000e+02,"T",25503947.0000,9049644.0000,35403200.0000,-41256.0000,8866388.0000,13148856.0000,22991954.0000,15582337.0000,2640467.0000,23259518.0000,221431.0000,371431.0000,214063.0000,214063.0000,-260196.0000,-231159.0000,-110196.0000,0.0000,,17759254.0000,17759254.0000,330646.0000,473904.0000,3540808.0000,3210162.0000,,,13223383.0000,13032202.0000,9.8554220202197884e-01,13618786.0000,13088778.0000,9.6108258107587563e-01,1.0888000000000000e+04,"A1",2.8340000000000000e+01,469821333.0000,956452023.9389,2.3000000000000000e+01,4.5076586433260395e-02,2.7260000000000002e+01,1.7311700000000001e+03,"Capital Region COG"
"SOUTH WINDSOR","BP",2.0040000000000000e+03,1.3100000000000000e+02,1.3200000000000000e+02,"H",66015638.0000,13921190.0000,80833354.0000,-791062.0000,13322219.0000,58752744.0000,73781044.0000,48924413.0000,4352973.0000,71565775.0000,74274.0000,94274.0000,2281673.0000,2281673.0000,7870.0000,-870340.0000,27870.0000,0.0000,,32017419.0000,32017419.0000,864338.0000,1300000.0000,5274020.0000,4409682.0000,,,57691389.0000,57028407.0000,9.8850812900344620e-01,60111362.0000,58041824.0000,9.6557160025753530e-01,2.5586000000000000e+04,"Aa3",2.7960000000000001e+01,2165091868.0000,2822222232.8571,3.3000000000000000e+01,3.6693979337370862e-02,2.9789999999999999e+01,5.2441400000000003e+03,"Capital Region COG"
"SOUTHBURY","JG",2.0040000000000000e+03,1.3200000000000000e+02,1.3000000000000000e+02,"NH",14678761.0000,18034209.0000,32712970.0000,1524850.0000,2263113.0000,40833796.0000,45220487.0000,33697693.0000,923351.0000,45424836.0000,74728.0000,74728.0000,3272931.0000,3272931.0000,-3402552.0000,-1154469.0000,-3402552.0000,0.0000,18405738.0000,15195286.0000,33601024.0000,513919.0000,969918.0000,5003870.0000,4489951.0000,,,40627249.0000,40230774.0000,9.9024115563423942e-01,41126113.0000,40529969.0000,9.8550448956846470e-01,1.9498000000000000e+04,"Aa3",3.9060000000000002e+01,1946090999.0000,2780129998.5714,2.8000000000000000e+01,4.0526617057813394e-02,2.1000000000000000e+01,3.3295599999999999e+03,"COG of Central Naugatuck Valley"
"SOUTHINGTON","JG",2.0040000000000000e+03,1.3300000000000000e+02,1.3100000000000000e+02,"H",53356000.0000,-2779000.0000,51467000.0000,3404000.0000,21219000.0000,68072000.0000,93546000.0000,63250000.0000,4123000.0000,92820000.0000,6000.0000,11265000.0000,2266000.0000,13525000.0000,-1534000.0000,-1449000.0000,-1534000.0000,0.0000,,45675000.0000,45675000.0000,571000.0000,868000.0000,5939000.0000,5368000.0000,32224000.0000,-59000.0000,68598000.0000,67531000.0000,9.8444561065920289e-01,69989000.0000,67999000.0000,9.7156696052236780e-01,4.1723000000000000e+04,"A1",3.5990000000000002e+01,2646514161.0000,4531714465.1923,1.5600000000000000e+02,4.5200916994679700e-02,2.6600000000000001e+01,6.7263500000000004e+03,"Central CT RPA"
"SPRAGUE","BP",2.0040000000000000e+03,1.3400000000000000e+02,1.3300000000000000e+02,"NL",1307743.0000,3627682.0000,4936675.0000,-346694.0000,3073079.0000,3454582.0000,6691355.0000,4980867.0000,227037.0000,6776259.0000,8.0000,8.0000,75276.0000,75276.0000,-160172.0000,1343800.0000,-160172.0000,0.0000,,2430000.0000,2430000.0000,529639.0000,1134047.0000,2445795.0000,1916156.0000,1675654.0000,,3375919.0000,3281280.0000,9.7196644824712919e-01,3685569.0000,3374276.0000,9.1553732951411304e-01,3.0110000000000000e+03,"A3",1.3210000000000001e+01,116553551.0000,277587721.2008,3.2000000000000000e+01,6.1155152887882216e-02,2.8750000000000000e+01,4.7742000000000002e+02,"Southeastern CT COG"
"STAFFORD","BP",2.0040000000000000e+03,1.3500000000000000e+02,1.3400000000000000e+02,"T",29197776.0000,5703053.0000,37318507.0000,-888407.0000,11354723.0000,15573312.0000,27897871.0000,19875738.0000,2495657.0000,28893766.0000,867062.0000,867062.0000,130017.0000,130017.0000,-258850.0000,-291976.0000,-258850.0000,0.0000,,14043920.0000,14043920.0000,45005.0000,0.0000,2432971.0000,2387966.0000,2352457.0000,,15316740.0000,14904842.0000,9.7310798511954899e-01,16324098.0000,15300517.0000,9.3729632105859695e-01,1.1815000000000000e+04,"A3",5.7950000000000003e+01,497805488.0000,927695299.1077,9.0000000000000000e+01,4.9192811452939383e-02,3.1470000000000002e+01,2.0051100000000001e+03,
"STAMFORD","BP",2.0040000000000000e+03,1.3600000000000000e+02,1.3500000000000000e+02,"F",145289148.0000,14280911.0000,159570059.0000,18578549.0000,27916875.0000,312054300.0000,361647956.0000,178171950.0000,28720953.0000,320104964.0000,745658.0000,745658.0000,32266952.0000,32266952.0000,10021698.0000,2035936.0000,10021698.0000,0.0000,,278115954.0000,278115954.0000,8233677.0000,841505.0000,17259934.0000,9026257.0000,45711273.0000,626737.0000,311521759.0000,306504090.0000,9.8389303843138609e-01,323692896.0000,309678005.0000,9.5670312455667861e-01,1.2016000000000000e+05,"Aaa",3.7710000000000001e+01,11096045050.0000,26594432346.7819,6.4500000000000000e+02,4.1165665951502617e-02,2.8680000000000000e+01,1.5486030000000001e+04,"South Western RPA"
"STERLING","BP",2.0040000000000000e+03,1.3700000000000000e+02,1.3600000000000000e+02,"W",4584890.0000,2240935.0000,6829957.0000,-416765.0000,3168758.0000,3878851.0000,7274310.0000,5732350.0000,190775.0000,7358548.0000,43.0000,43.0000,101481.0000,101481.0000,-185676.0000,-70910.0000,-185676.0000,0.0000,,590000.0000,590000.0000,124873.0000,0.0000,1071619.0000,946746.0000,1402297.0000,,3773851.0000,3623639.0000,9.6019662673486583e-01,4078516.0000,3763589.0000,9.2278392434895440e-01,3.3840000000000000e+03,,2.7230000000000000e+01,156093740.0000,221515057.1429,3.7000000000000000e+01,4.9477735019241340e-02,2.4250000000000000e+01,5.8225999999999999e+02,"Northeastern CT COG"
"STONINGTON","BP",2.0040000000000000e+03,1.3800000000000000e+02,1.3700000000000000e+02,"NL",26846180.0000,-21945743.0000,21643006.0000,5223983.0000,3596441.0000,36816364.0000,44201169.0000,25737820.0000,3087519.0000,41885272.0000,588375.0000,588375.0000,1793706.0000,1793706.0000,1110566.0000,1280133.0000,1110566.0000,0.0000,,26580717.0000,26580717.0000,214090.0000,0.0000,4661567.0000,4447477.0000,51697604.0000,1028340.0000,36309378.0000,35963457.0000,9.9047295715173089e-01,36776723.0000,36327260.0000,9.8777860115486638e-01,1.8381000000000000e+04,"Aa3",3.8680000000000000e+01,1977515897.0000,2825019521.4286,1.2600000000000000e+02,3.1733594515181193e-02,1.8400000000000002e+01,2.5067400000000002e+03,"Southeastern CT COG"
"STRATFORD","BP",2.0040000000000000e+03,1.3900000000000000e+02,1.3800000000000000e+02,"F",45620674.0000,-34186082.0000,11434592.0000,-1812647.0000,27215539.0000,113073839.0000,146608044.0000,71219079.0000,22069607.0000,145604542.0000,0.0000,0.0000,0.0000,0.0000,1003502.0000,-2894585.0000,1003502.0000,0.0000,,162645805.0000,162645805.0000,1055604.0000,8821671.0000,9877275.0000,8821671.0000,20456873.0000,,111892258.0000,109200557.0000,9.7594381373553118e-01,117699915.0000,111642258.0000,9.4853303844781878e-01,5.0309000000000000e+04,"A1",1.7580000000000002e+01,3167081301.0000,5844716285.2863,4.3000000000000000e+02,5.2171184246655948e-02,3.6439999999999998e+01,7.8308000000000002e+03,"Greater Bridgeport RPA"
"SUFFIELD","JG",2.0040000000000000e+03,1.4000000000000000e+02,1.3900000000000000e+02,"H",31201729.0000,15628668.0000,47259810.0000,3198508.0000,8849878.0000,23489380.0000,35440314.0000,21248230.0000,4308133.0000,34794066.0000,492900.0000,492900.0000,1365793.0000,1365793.0000,-226645.0000,1124451.0000,646248.0000,0.0000,,30462335.0000,30462335.0000,1766961.0000,700000.0000,9181290.0000,7414329.0000,20802908.0000,517389.0000,23409198.0000,23195956.0000,9.9089067468266101e-01,23881980.0000,23374961.0000,9.7876980886844389e-01,1.4539000000000000e+04,"Aa3",4.2210000000000001e+01,777649695.0000,1526442131.5331,2.5000000000000000e+01,4.4057231902535771e-02,2.9990000000000002e+01,2.3762700000000000e+03,"Capital Region COG"
